Nombre,GK,CWP,CBT,SB,DM,WB,CM,SM,AM,WG,SS,CF,X1,Height,Foot,Side,WFA,WFF,Attack,Defense,Balance,Stamina,Speed,Acceleration,Response,Agility,Dribble_Accuracy,Dribble_Speed,Short_Pass_Accuracy,Short_Pass_Speed,Long_Pass_Accuracy,Long_Pass_Speed,Shot_Accuracy,Shot_Power,Shot_Technique,Free_Kick_Accuracy,Swerve,Heading,Jump,Technique,Agression,Mentality,GK_Skills,Teamwork,Consistency,Condition,Dribbling,Tactical_Dribble,Positioning,Reaction,Playmarking,Passing,Scoring,1_1_Scoring,Post_Player,Lines,Middle_Shooting,Side,Centre,Penalties,1_Touch_Pass,Outside,Marking,Sliding,Covering,D_Line_Control,Penalty_Stopper,1_On_1_Stopper,Long_Throw,Injury_Tolerancy,X3,X4,X5,X6,Age,Weight,Pais,N_Pais,X7,Club,N_Club
Maitland-Niles,0,0,0,1,0,1,1,1,0,0,0,0,8,177,R,B,6,5,68,59,76,80,86,86,78,78,82,78,72,70,73,72,64,77,60,60,64,66,68,78,81,65,50,63,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,71,England,0,0,Arsenal FC,15
Grischa Prömel,0,0,0,1,1,0,1,0,0,0,0,0,7,184,R,B,5,5,69,67,77,83,79,80,77,77,78,77,76,77,75,74,65,77,67,65,72,70,73,78,75,75,40,75,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,24,78,Germany,0,0,FC Union Berlin,21
Ángelo Sagal,0,0,0,1,0,1,0,1,0,1,1,0,8,178,L,L,5,4,73,49,78,85,81,80,78,77,77,79,77,74,72,73,72,83,67,67,71,72,76,73,73,66,40,77,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,1,1,1,27,78,Chile,0,0,,0
Karim Adeyemi,0,0,0,0,0,0,0,0,0,1,0,1,12,177,L,B,4,4,63,30,66,67,88,91,67,83,77,87,70,65,64,67,67,69,69,63,69,63,73,77,76,60,50,63,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,18,67,Germany,0,0,Red Bull Salzburg,27
John Fleck,0,0,0,0,0,0,1,0,1,0,0,0,7,170,L,B,4,4,69,65,78,83,78,76,73,76,77,76,79,72,78,72,69,77,70,70,76,62,66,80,80,69,50,75,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,72,Scotland,14,0,Sheffield United FC,4
R. }ivkovi,0,0,0,0,0,0,0,0,0,0,0,1,12,187,R,B,6,6,77,31,75,78,87,83,75,78,75,83,70,67,70,67,79,80,75,60,56,77,79,77,80,64,50,70,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,23,75,Netherlands,0,0,Sheffield United FC,30
Dentinho,0,0,0,0,0,0,0,0,1,1,1,1,11,176,R,B,5,5,72,45,75,75,80,86,79,82,85,80,74,74,73,74,73,81,81,70,73,74,82,84,85,64,50,64,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,31,79,Brazil,0,0,FC Shakhtar Donetsk,9
B. Rollheiser,0,0,0,0,0,0,0,0,0,1,0,1,12,175,L,R,3,2,71,40,76,73,82,84,76,82,79,77,70,66,74,72,61,75,69,60,74,62,76,70,55,66,50,77,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,19,71,Argentina,0,0,River Plate,18
Karol Linetty,0,0,0,0,1,0,1,0,1,0,0,0,7,176,R,B,6,6,72,69,78,86,82,80,80,79,77,82,81,79,75,78,67,83,72,67,71,74,82,76,77,73,50,78,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,24,73,Poland,8,0,UC Sampdoria,7
D. Jastrzembski,0,0,0,0,0,0,0,1,0,1,0,0,8,177,L,L,4,4,65,45,77,77,85,86,69,81,77,84,67,68,70,71,63,75,65,61,67,62,66,76,77,65,50,69,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,B,1,1,1,1,19,77,Germany,0,0,SC Paderborn 07,32
A. Jedrzejczyk,0,0,1,1,0,0,0,0,0,0,0,0,3,189,R,B,4,2,67,75,84,82,77,77,75,74,71,72,72,73,73,73,68,80,64,52,66,79,83,71,76,78,50,75,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,31,78,Poland,3,0,,0
Muhamed Besi,0,0,1,1,1,0,0,0,0,0,0,0,5,180,R,R,5,5,64,70,80,82,82,80,82,82,80,77,78,79,77,82,62,81,69,65,69,75,80,79,69,83,50,72,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C,1,1,1,1,26,75,Bosnia and Herzegovina,0,0,Sheffield United FC,27
R. de la Fuente,0,0,0,1,0,1,0,0,0,0,0,0,4,175,L,L,3,2,70,67,76,73,80,79,74,76,75,79,73,65,70,72,60,79,65,68,77,60,72,72,77,68,40,72,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,75,Chile,0,0,Colo-Colo,19
J. Gouweleeuw,0,0,1,0,0,0,0,0,0,0,0,0,3,187,R,B,5,5,68,75,82,82,82,74,82,70,76,76,76,76,79,79,68,79,63,63,64,78,81,78,72,78,50,70,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,1,1,1,1,27,75,Netherlands,0,0,FC Augsburg,6
Iván Cuéllar,1,0,0,0,0,0,0,0,0,0,0,0,0,187,L,B,3,3,30,81,84,65,64,66,85,64,54,52,56,61,64,69,44,82,44,44,48,55,80,53,63,76,82,74,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,35,76,Spain,0,0,CD Leganés,1
Ignacio Lara,0,0,0,1,0,1,0,1,0,0,0,0,8,179,L,L,4,4,66,49,76,72,80,78,72,78,76,77,68,67,72,73,65,75,66,61,71,68,73,73,70,66,40,77,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,23,74,Chile,0,0,San Luis de Quillota,14
Álex Remiro,1,0,0,0,0,0,0,0,0,0,0,0,0,191,R,B,5,4,30,83,82,68,67,68,87,69,64,57,67,68,71,71,44,83,44,44,48,55,81,65,67,73,83,73,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,80,Spain,0,0,Real Sociedad de Fútbol,1
Petros Mantalos,0,0,0,0,0,0,1,1,1,0,0,0,9,176,R,L,5,4,74,54,77,79,76,77,75,81,79,77,79,76,75,75,70,76,75,75,80,72,71,82,77,74,50,79,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,1,1,1,1,27,76,Greece,20,0,,0
Franco Di Santo,0,0,0,0,0,0,0,0,0,0,0,1,12,193,R,B,4,4,82,47,82,82,82,82,84,77,82,78,75,72,72,73,78,83,83,65,74,81,78,83,87,76,50,72,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,83,Argentina,0,0,,0
M. Jorquera,0,0,0,1,0,1,0,1,0,1,0,0,4,174,L,L,5,4,67,57,72,73,77,81,66,80,75,79,74,65,73,72,55,75,57,69,71,61,76,72,67,65,40,76,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,27,72,Chile,0,0,Cobresal,7
Ángelo Quiñones,0,0,0,0,0,0,1,0,1,0,0,0,9,176,R,B,4,5,68,48,72,73,76,74,73,77,79,78,76,74,72,72,60,74,65,70,65,60,68,68,67,66,40,76,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,72,Chile,0,0,Santiago Wanderers,23
Artur Boruc,1,0,0,0,0,0,0,0,0,0,0,0,0,193,R,B,5,4,30,84,84,69,66,68,89,69,55,56,55,55,55,64,45,82,44,45,45,55,78,50,58,76,81,72,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,B,1,1,1,1,38,88,Poland,0,0,AFC Bournemouth,1
Fikayo Tomori,0,0,1,0,0,0,0,0,0,0,0,0,3,185,R,B,5,5,59,80,82,80,84,80,79,71,75,72,76,74,70,70,58,80,58,59,59,74,76,75,62,78,50,72,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,78,England,16,0,Chelsea FC,29
Oskar Buur,0,0,0,1,0,0,0,1,0,0,0,0,4,178,R,B,4,4,63,60,73,79,83,82,74,76,77,78,67,65,70,73,63,80,76,61,66,72,76,77,81,69,50,70,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,65,Denmark,0,0,Wolverhampton Wanderers FC,59
Trincão,0,0,0,0,0,0,0,1,1,0,0,0,8,183,L,B,4,4,67,35,69,78,78,82,70,78,82,80,73,68,77,75,66,77,68,53,69,66,68,80,78,68,50,69,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,77,Portugal,0,0,,0
B. Martins Indi,0,0,1,1,0,0,0,0,0,0,0,0,3,185,L,L,4,3,58,76,87,80,79,77,80,72,67,72,70,73,71,72,58,77,58,59,62,80,83,75,68,72,50,64,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,1,1,1,1,27,78,Netherlands,0,0,,0
Diego Costa,0,0,0,0,0,0,0,0,0,0,0,1,12,188,R,B,6,5,83,45,87,85,82,75,83,69,79,78,77,74,77,75,82,78,82,60,73,77,80,81,88,84,50,82,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,31,86,Spain,0,0,Atlético Madrid,19
Antonio Rüdiger,0,0,1,0,0,0,0,0,0,0,0,0,3,190,R,B,5,5,60,80,86,83,84,84,84,67,73,76,73,77,77,79,65,85,67,68,66,82,95,72,73,74,50,72,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,B,1,1,1,1,26,85,Germany,0,0,Chelsea FC,2
Carlo Pinsoglio,1,0,0,0,0,0,0,0,0,0,0,0,0,188,L,B,4,4,30,76,81,68,65,68,87,76,52,53,55,61,58,67,45,82,43,45,45,55,82,54,58,64,77,64,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,28,77,Italy,0,0,Juventus FC,31
Ihlas Bebou,0,0,0,0,0,0,0,1,1,1,0,0,8,183,R,R,4,5,74,43,78,81,89,86,75,75,77,85,72,71,76,77,70,80,74,67,71,64,75,81,82,70,50,69,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,77,Liechtenstein,0,0,TSG 1899 Hoffenheim,9
Manuel Lanzini,0,0,0,0,0,0,0,1,1,0,1,0,9,167,R,B,6,5,79,52,76,82,82,86,75,88,87,84,80,76,80,76,78,82,74,75,81,68,73,85,79,75,50,78,8,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,25,66,Argentina,0,0,West Ham United FC,10
Karim Benzema,0,0,0,0,0,0,0,0,0,0,1,1,11,185,R,B,8,6,90,30,84,78,81,76,80,74,85,77,83,77,79,73,86,84,83,70,80,86,76,93,81,70,50,84,8,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,B,1,1,1,1,32,81,France,0,0,Real Madrid CF,9
Sead Kolasinac,0,0,0,1,0,1,0,1,0,0,0,0,6,183,L,L,4,4,74,62,90,87,83,78,78,71,73,78,72,72,76,78,65,83,67,62,72,82,84,78,83,70,50,71,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,82,Bosnia and Herzegovina,0,0,Arsenal FC,31
C. Eriksen,0,0,0,0,0,0,1,0,1,0,0,0,9,177,R,B,7,7,84,62,76,88,74,78,78,82,86,78,87,83,93,87,83,84,80,82,92,68,73,88,82,78,50,88,1,4,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,B,1,1,1,1,28,71,Denmark,10,0,FC Internazionale Milano,24
Dayot Upamecano,0,0,1,0,0,0,0,0,0,0,0,0,3,186,R,B,4,4,64,85,88,80,84,77,85,65,73,73,75,79,79,82,62,82,62,62,67,74,85,74,68,70,50,70,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,21,90,France,0,0,RB Leipzig,5
Schlotterbeck,0,0,1,1,0,0,0,0,0,0,0,0,3,191,L,L,4,4,58,72,79,76,73,74,75,69,66,68,66,69,68,70,56,75,57,55,63,69,75,68,65,66,50,69,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,75,Germany,0,0,FC Union Berlin,31
Juan P. Abarzúa,0,0,0,0,1,0,1,1,1,0,0,0,7,175,R,B,5,4,67,54,76,78,78,78,75,77,77,75,74,70,72,74,66,78,66,70,64,64,79,68,64,68,40,77,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,28,70,Chile,0,0,Universidad de Concepción,19
Javi Sánchez,0,0,1,0,0,0,0,0,0,0,0,0,3,189,R,B,5,4,55,75,85,77,71,71,76,63,67,70,70,74,76,78,55,80,55,57,61,79,77,67,61,69,50,70,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,77,Spain,0,0,Real Valladolid CF,5
Éverton,0,0,0,0,0,0,0,1,1,1,1,0,8,173,L,B,4,3,72,51,78,84,87,86,75,84,79,87,74,77,76,79,71,80,73,74,77,65,72,78,83,78,50,73,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,31,68,Brazil,0,0,São Paulo,22
Thomas,0,0,0,1,1,0,1,0,0,0,0,0,5,185,R,R,4,5,75,78,88,88,82,76,86,68,81,75,86,91,82,81,70,86,70,65,68,71,75,78,70,82,50,84,8,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,76,Ghana,5,0,Atlético Madrid,5
João Lucas,0,0,0,1,0,0,0,0,0,0,0,0,4,181,R,R,4,4,66,56,76,77,81,81,73,81,73,74,67,70,67,77,61,75,66,60,69,61,67,70,77,64,50,65,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B,1,1,1,1,21,72,Brazil,0,0,CR Flamengo,30
Mateo Kovaci,0,0,0,0,1,0,1,0,1,0,0,0,7,181,R,B,6,5,73,70,82,84,83,86,83,86,94,94,87,85,84,72,63,68,61,72,75,66,66,91,72,76,50,90,8,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,B,2,1,1,1,25,75,Croatia,8,0,Chelsea FC,17
Lucas Vázquez,0,0,0,1,0,0,0,1,0,1,0,0,10,173,R,B,4,6,72,59,76,92,84,88,76,84,84,86,76,72,80,78,68,78,69,63,73,65,72,83,87,77,50,73,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,28,69,Spain,0,0,Real Madrid CF,17
Pablo Sarabia,0,0,0,0,0,1,1,1,0,0,1,0,8,176,L,B,7,6,82,54,75,83,84,82,79,83,84,80,79,75,84,84,80,84,70,74,83,68,67,84,81,77,50,80,8,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,72,Spain,11,0,Paris Saint-Germain FC,19
Onel Hernández,0,0,0,0,0,0,0,1,0,1,1,0,10,172,R,R,5,5,73,41,79,79,82,87,70,82,80,84,72,70,74,70,69,80,66,63,65,61,66,77,80,68,50,67,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,76,Grenada,0,0,Norwich City FC,11
Badr Benoun,0,0,1,0,0,0,0,0,0,0,0,0,3,193,R,R,5,5,57,75,82,78,69,70,76,64,66,67,68,69,66,69,61,77,60,59,62,79,77,67,62,72,50,77,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,80,Morocco,0,0,,0
Brian Lozano,0,0,0,0,0,0,0,0,1,1,1,0,9,166,R,B,3,4,70,40,66,76,83,86,71,87,84,85,73,71,76,73,74,80,74,64,70,63,70,81,80,63,50,66,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,65,Uruguay,7,0,,0
Jonjo Shelvey,0,0,0,0,0,0,1,0,1,0,0,0,7,183,R,B,8,6,75,61,84,77,66,69,74,66,77,75,88,87,90,91,75,84,76,74,76,74,76,80,75,66,50,82,8,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,1,1,1,1,27,80,England,0,0,Newcastle United FC,8
Florinel Coman,0,0,0,0,0,0,0,1,0,1,1,1,10,182,R,L,4,3,72,38,74,76,79,78,75,80,77,77,75,73,69,70,74,72,73,72,70,70,70,78,70,62,40,72,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,75,Romania,7,0,,0
J. Henderson,0,0,0,0,1,0,1,0,0,0,0,0,5,183,R,B,6,6,72,70,80,91,80,75,83,74,77,72,83,88,87,81,68,83,66,67,78,73,81,82,70,89,50,83,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,B,1,7,1,1,28,70,England,0,0,Liverpool FC,14
Vlad Chiriches,0,0,1,1,1,0,0,0,0,0,0,0,3,184,R,R,5,4,56,77,80,77,76,70,80,66,72,70,73,75,75,72,66,77,68,62,70,79,77,75,62,77,50,75,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,1,1,1,1,29,75,Romania,6,0,US Sassuolo Calcio,21
P. Tschauner,1,0,0,0,0,0,0,0,0,0,0,0,0,196,R,B,4,4,30,80,86,62,67,68,87,65,55,56,58,60,60,66,44,82,44,44,48,60,78,54,63,72,81,70,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,34,93,Germany,0,0,RB Leipzig,33
Alexandru Maxim,0,0,0,0,0,0,1,1,1,0,0,0,9,177,R,B,4,6,74,45,76,76,79,83,71,84,84,80,80,77,79,77,70,84,74,79,84,64,68,84,78,67,50,77,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,3,1,1,1,29,72,Romania,0,0,,0
Henri Saivet,0,0,0,0,0,0,1,1,1,0,0,0,7,175,R,B,6,5,71,59,76,68,80,80,66,79,84,76,77,80,76,80,69,81,71,78,77,68,78,80,74,60,50,72,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,73,Senegal,0,0,Newcastle United FC,28
Reine-Adélaïde,0,0,0,0,0,0,1,1,0,1,1,0,7,184,R,B,1,3,74,36,74,78,78,84,68,82,82,83,75,77,73,72,69,80,72,57,67,60,70,79,81,68,50,67,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,75,France,0,0,Olympique Lyonnais,17
Islam Slimani,0,0,0,0,0,0,0,0,0,0,1,1,12,186,R,B,6,5,82,45,84,84,77,72,83,67,73,70,76,68,71,69,80,80,80,65,68,90,84,78,88,82,50,76,8,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,31,79,Algeria,0,0,AS Monaco FC,20
Paul Anton,0,0,0,0,1,0,1,0,0,0,0,0,5,182,R,B,4,4,69,67,78,82,75,74,75,73,75,77,78,77,82,79,67,82,70,72,73,71,75,78,74,72,50,73,8,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,28,75,Romania,19,0,,0
Felix Kroos,0,0,0,0,1,0,1,0,1,0,0,0,5,184,R,B,6,6,67,65,77,81,77,78,74,78,78,75,76,77,77,77,67,81,71,76,77,67,70,80,72,71,50,76,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,1,1,1,29,70,Germany,0,0,FC Union Berlin,23
I. Nedelcearu,0,0,1,0,1,0,0,0,0,0,0,0,3,190,R,B,4,4,66,76,82,80,75,72,76,72,74,73,73,74,72,74,65,83,68,62,68,77,76,76,75,72,50,74,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,23,80,Romania,5,0,,0
Rubén Peña,0,0,0,1,0,0,0,1,0,1,0,1,4,170,R,B,5,4,73,66,74,88,87,84,77,84,79,85,75,71,80,82,69,78,70,65,70,64,75,79,83,73,50,71,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,27,65,Spain,0,0,Villarreal CF,20
Javier Bayk,0,0,0,0,0,0,0,1,1,1,0,0,8,171,L,L,4,4,67,40,71,72,82,78,72,78,77,79,67,68,67,68,68,77,70,69,70,65,71,75,71,64,40,76,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,4,1,1,1,26,70,Argentina,0,0,Deportes Santa Cruz,6
Mihály Korhut,0,0,0,1,0,0,0,1,0,0,0,0,4,181,L,L,5,5,69,73,75,76,77,78,75,77,73,74,75,75,72,74,69,74,72,77,78,69,68,74,79,78,50,73,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,27,76,Hungary,3,0,,0
M. Diakhaby,0,0,1,0,0,0,0,0,0,0,0,0,3,189,R,B,4,4,57,80,85,78,76,72,80,65,71,70,73,71,69,69,58,77,58,58,63,84,82,71,63,72,50,67,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,78,France,0,0,Valencia CF,12
Artem Dzyuba,0,0,0,0,0,0,0,0,0,0,0,1,12,194,R,B,5,5,82,38,96,81,71,67,83,63,77,67,75,72,68,73,80,82,84,76,76,87,68,81,85,73,50,73,8,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,1,1,1,1,31,91,Russia,22,0,Zenit FC,22
Mërgim Berisha,0,0,0,0,0,0,0,0,0,0,1,1,12,186,R,B,4,4,72,32,80,76,76,75,73,72,76,73,73,70,70,72,69,79,70,70,68,66,72,78,77,67,50,70,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,79,Germany,0,0,Red Bull Salzburg,8
Hugo Mallo,0,0,0,1,0,0,0,0,0,0,0,0,4,173,R,R,5,4,66,74,80,86,79,79,80,77,73,76,72,74,80,78,59,76,60,62,75,67,81,76,74,78,50,74,8,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,28,69,Spain,0,0,RC Celta de Vigo,2
Cristian Manea,0,0,0,1,0,0,0,0,0,0,0,0,4,183,R,R,4,4,68,65,76,82,82,80,72,84,77,80,72,73,72,74,65,77,69,68,72,74,72,77,75,70,50,72,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,72,Romania,14,0,,0
Silviu Lung Jr,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,R,4,4,30,81,81,64,72,72,85,79,55,54,57,64,55,69,42,82,40,50,56,45,84,51,56,68,80,69,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,74,Romania,16,0,,0
S. Walukiewicz,0,0,1,0,0,0,0,0,0,0,0,0,3,188,R,B,4,4,57,72,82,76,74,73,76,74,69,68,71,66,72,69,53,72,54,51,53,75,80,65,66,72,50,71,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,19,80,Poland,0,0,Cagliari Calcio,40
Borja Sainz,0,0,0,0,0,0,0,0,0,1,0,0,10,178,R,B,4,4,62,38,70,70,77,82,70,82,78,80,69,73,70,74,61,76,67,59,65,55,59,79,75,60,50,62,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,18,75,Spain,0,0,Deportivo Alavés,29
J. Salvador,1,0,0,0,0,0,0,0,0,0,0,0,0,184,R,B,4,4,30,73,80,60,67,70,79,68,51,50,59,61,60,62,44,81,50,44,59,55,80,55,60,71,76,73,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,28,81,Chile,0,0,Rangers de Talca,1
N. Solabarrieta,0,0,0,0,0,0,0,0,0,1,1,0,10,185,R,L,5,4,68,35,73,70,78,79,65,75,73,75,55,65,69,72,65,78,63,63,64,63,78,69,65,68,40,71,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,4,1,1,1,23,70,Chile,0,0,Palestino,16
Azzedine Doukha,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,3,3,30,79,82,68,73,74,85,77,53,54,50,59,56,67,39,81,38,38,56,48,81,54,64,71,79,73,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,4,32,82,Algeria,0,0,,0
Sofyan Amrabat,0,0,0,0,1,0,1,0,0,0,0,0,7,185,R,B,5,5,68,72,82,88,76,79,84,77,81,79,78,81,76,76,64,80,66,68,73,73,72,78,73,78,50,78,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,23,70,Morocco,0,0,Hellas Verona FC,34
Koffi Djidji,0,0,1,0,0,0,0,0,0,0,0,0,3,184,R,B,6,6,63,80,83,77,79,77,81,74,75,72,76,77,74,74,64,78,63,62,68,77,77,78,70,74,50,71,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,71,Cote d'Ivoire,0,0,Torino FC,30
