Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technical,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off The Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Height_PSD,Foot_PSD,Side_PSD,WFA_PSD,WFF_PSD,Attack_PSD,Defense_PSD,Balance_PSD,Stamina_PSD,Speed_PSD,Acceleration_PSD,Response_PSD,Agility_PSD,Dribble_Accuracy_PSD,Dribble_Speed_PSD,Short_Pass_Accuracy_PSD,Short_Pass_Speed_PSD,Long_Pass_Accuracy_PSD,Long_Pass_Speed_PSD,Shot_Accuracy_PSD,Shot_Power_PSD,Shot_Technique_PSD,Free_Kick_Accuracy_PSD,Swerve_PSD,Heading_PSD,Jump_PSD,Technique_PSD,Agression_PSD,Mentality_PSD,GK_Skills_PSD,Teamwork_PSD,Consistency_PSD,Condition_PSD,Dribbling_SA,Tactical_Dribble_SA,Positioning_SA,Reaction_SA,Playmarking_SA,Passing_PA,Scoring_PA,1_1_Scoring_PA,Post_Player_PA,Lines_PA,Middle_Shooting_PA,Side_PA,Centre_PA,Penalties_PA,1_Touch_Pass_SA,Outside_PA,Marking_PA,Sliding_PA,Covering_PA,D_Line_Control_SA,Penalty_Stopper_PA,1_On_1_Stopper_PA,Long_Throw_PA,Injury_Tolerancy_PSD,Age,Weight
12,13,15,9,14,11,4,10,9,5,11,10,5,15,8,9,9,9,9,8,6,13,3,12,5,9,10,10,16,15,14,7,8,15,10,8,175,R,R,5,5,71,35,76,83,89,89,71,83,82,85,77,78,78,80,76,78,74,70,76,65,76,79,83,68,50,73,8,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,28,75
14,15,15,13,18,14,6,13,3,5,17,15,5,17,10,14,12,13,12,12,15,18,15,16,9,14,17,13,17,18,10,3,14,14,14,5,163,R,L,6,5,83,53,72,80,78,89,75,92,92,83,88,84,91,83,75,83,74,80,94,66,62,95,80,70,50,76,8,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,28,59
5,11,13,12,12,8,12,12,6,4,10,14,5,14,12,12,13,9,10,12,13,14,8,18,6,10,9,12,16,15,14,12,15,16,15,12,183,R,B,5,5,84,35,82,82,91,89,79,73,76,83,71,69,67,64,83,83,79,65,75,75,78,79,93,73,50,70,8,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,27,76
5,5,8,9,10,5,16,5,8,17,11,7,16,9,17,15,16,15,14,15,12,5,13,9,16,12,9,12,14,12,17,16,18,17,16,16,189,R,R,5,4,60,84,86,83,86,79,92,68,71,77,70,74,69,77,60,77,62,61,61,83,87,73,64,81,50,71,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,28,83
14,12,15,13,16,12,7,15,3,10,16,10,11,16,11,14,12,14,12,14,12,15,12,16,10,14,15,12,14,15,13,10,15,14,14,10,180,R,L,8,6,76,58,76,85,79,78,78,78,85,81,87,79,82,75,78,83,77,77,79,65,69,85,78,74,50,83,8,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,B,25,75
8,13,15,13,16,9,12,14,9,10,16,10,13,15,11,12,12,13,13,14,14,12,10,15,12,16,16,14,13,12,14,15,15,14,13,12,189,L,B,5,3,76,66,84,85,74,72,75,70,84,79,83,80,82,78,76,85,75,76,80,73,75,86,78,75,50,86,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,B,23,70
10,9,11,17,15,15,15,13,5,5,13,15,6,14,10,18,13,13,13,15,13,14,11,15,6,15,12,16,15,14,17,14,13,14,13,14,186,L,B,4,4,84,44,82,76,77,75,85,71,80,72,78,74,76,73,85,85,85,87,85,84,80,83,83,76,50,81,8,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,25,78
13,17,13,9,14,11,11,12,18,12,14,10,13,14,11,14,14,14,13,13,15,11,7,14,13,14,12,17,14,14,15,12,8,16,14,14,188,L,L,4,3,75,66,82,88,85,79,79,76,75,82,77,80,82,86,63,82,63,74,80,72,79,74,81,74,50,75,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,C,28,80
11,13,13,10,11,13,10,4,8,14,12,10,14,14,11,13,14,13,13,15,16,10,10,10,15,12,11,15,15,13,11,8,16,15,16,12,179,L,L,5,4,70,73,78,85,84,88,79,83,80,84,76,75,80,81,63,82,64,64,77,69,75,80,76,77,50,77,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,28,70
11,12,16,9,11,11,7,14,5,5,10,6,6,13,8,8,10,9,12,11,13,14,10,11,9,11,10,15,16,13,13,8,15,16,15,11,183,L,B,8,6,77,42,76,80,87,88,74,86,86,90,75,72,75,78,76,84,81,77,78,64,69,82,84,67,50,73,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,27,76
9,13,14,10,13,8,5,10,2,8,13,5,10,14,9,11,11,11,11,12,14,14,7,14,9,11,12,13,15,16,11,7,13,14,13,9,175,R,B,5,5,75,55,73,79,85,88,73,83,82,86,73,72,78,81,70,78,72,70,75,60,67,77,82,78,50,72,8,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,24,73
14,14,16,12,15,15,8,14,6,4,13,12,4,16,7,13,10,11,11,13,14,17,8,16,6,11,15,10,16,16,15,8,13,15,12,9,171,L,B,4,4,79,35,73,78,82,88,75,92,84,86,78,75,78,75,75,84,69,79,79,66,65,82,84,67,50,72,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,65
11,11,14,6,14,8,10,10,7,7,14,13,5,14,10,13,8,13,12,13,9,9,5,14,8,14,12,12,13,15,13,9,9,13,13,9,175,R,L,6,6,63,39,72,82,87,88,77,81,83,85,79,79,79,79,69,74,67,76,71,61,63,82,82,67,50,67,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,23,64
7,9,10,16,12,8,13,11,5,5,9,15,6,11,12,17,14,16,15,9,16,9,9,17,7,9,8,9,14,15,11,8,14,15,14,10,173,R,B,6,6,83,34,74,76,78,80,90,78,73,73,74,72,67,68,82,74,82,63,63,88,87,75,98,77,50,74,8,4,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,31,68
10,12,13,17,15,14,17,12,3,4,13,17,6,15,13,14,15,17,14,15,18,16,17,16,6,15,15,13,11,13,14,11,13,11,12,14,177,R,B,7,6,86,44,79,78,75,78,90,76,78,77,76,68,69,70,85,74,91,73,70,91,92,82,91,80,50,82,8,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,33,72
9,9,13,14,15,10,15,11,8,6,12,15,9,12,12,15,13,15,13,13,13,11,10,15,10,13,11,15,14,12,14,14,12,13,14,13,181,R,R,5,5,78,36,82,81,83,78,89,78,73,83,70,67,68,65,78,77,78,60,65,82,86,79,89,66,50,70,8,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,81
3,6,11,16,12,7,15,11,4,6,12,13,7,12,13,16,14,14,14,13,18,10,10,15,6,13,11,15,14,14,14,12,15,15,14,13,183,R,B,5,5,82,35,83,80,81,79,88,79,73,74,71,68,66,70,77,79,82,65,70,80,81,82,93,77,50,65,8,4,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,78
7,11,12,16,12,8,15,12,6,7,12,15,8,12,12,14,15,15,14,14,14,10,12,15,9,13,11,13,12,11,14,13,14,14,13,14,186,R,B,5,4,85,44,82,85,76,76,87,72,71,75,70,68,71,74,83,82,80,62,68,90,85,78,87,77,50,73,8,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,32,77
6,8,9,8,11,8,17,8,8,18,13,8,17,11,15,17,16,13,15,15,15,8,16,12,16,15,10,10,9,10,12,16,15,12,11,13,188,R,R,4,4,63,85,85,83,81,79,87,80,76,80,75,82,77,86,67,82,69,65,70,82,86,76,75,79,50,77,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,35,81
4,8,11,7,12,5,15,8,12,15,13,10,16,13,17,14,16,15,13,12,16,8,15,7,14,16,11,15,13,13,14,11,13,13,15,14,182,R,B,4,4,63,78,81,81,76,76,85,76,75,72,76,72,75,73,60,79,62,54,55,82,83,75,65,80,50,80,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,29,80
5,11,12,13,15,8,11,16,5,13,14,10,15,14,18,14,20,13,11,14,19,13,15,16,13,14,13,17,14,14,18,9,12,14,13,16,176,R,B,5,5,79,69,86,82,79,81,87,77,80,77,83,84,83,82,81,86,79,66,72,71,75,83,85,87,50,79,8,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,B,31,77
4,7,13,7,11,6,15,5,12,15,14,7,16,9,15,15,15,13,11,13,17,10,16,12,14,14,11,12,13,12,12,15,15,14,16,17,187,L,B,4,4,61,81,87,82,84,73,86,68,79,75,82,85,80,86,69,79,68,64,70,85,84,81,68,83,50,69,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,29,83
7,10,12,9,14,7,15,8,12,16,13,9,17,14,15,18,14,18,15,13,14,10,11,10,12,10,12,14,14,14,11,13,13,12,14,11,183,R,R,4,4,70,83,80,78,81,80,86,76,78,74,82,84,82,83,60,77,61,62,61,80,80,78,72,79,50,78,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,B,28,70
5,7,8,6,9,4,15,5,12,16,9,6,16,9,17,15,19,12,15,15,16,5,13,11,15,15,6,18,12,12,15,13,15,13,14,15,183,L,L,3,3,61,82,86,83,85,70,87,67,68,76,69,72,71,72,65,78,62,62,70,83,92,72,67,86,50,77,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,A,27,78
5,6,9,8,12,14,14,16,5,15,15,3,16,15,17,17,16,14,14,13,16,13,15,7,17,15,13,15,14,12,13,12,12,13,13,15,181,L,B,4,3,62,84,82,82,78,75,84,74,74,72,77,80,83,84,64,85,66,72,71,83,91,75,72,80,50,66,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,B,28,77
8,11,12,9,16,8,11,9,8,15,17,11,15,16,12,19,13,18,18,18,16,9,11,10,17,19,16,16,10,12,10,14,13,11,15,13,189,R,R,7,6,70,80,79,84,67,72,78,74,87,70,92,89,88,83,64,70,64,64,76,67,67,87,64,72,50,96,8,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,B,31,76
10,15,13,11,13,8,13,12,13,14,13,8,14,13,13,15,13,11,13,14,4,10,11,15,14,13,12,14,15,14,13,12,13,15,15,13,184,L,L,6,5,73,63,76,85,85,83,75,79,81,83,73,75,74,79,71,82,67,60,74,72,78,82,81,72,40,75,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,22,78
4,10,10,6,14,7,14,10,9,16,14,8,16,14,14,18,15,17,16,14,15,8,10,9,17,16,10,15,14,13,13,11,15,15,15,15,181,L,B,3,4,64,85,85,80,83,77,87,71,77,76,78,80,75,77,66,81,64,55,58,80,87,77,64,80,50,70,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,B,25,75
10,13,13,10,15,8,8,10,10,11,14,12,12,15,11,13,13,15,15,14,14,13,9,16,13,17,15,17,15,12,12,9,14,15,17,11,177,R,R,5,5,72,64,77,84,78,79,80,77,82,82,81,73,81,74,66,77,65,72,80,70,71,81,70,75,50,80,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,26,71
4,4,9,8,15,2,13,9,5,13,14,6,14,13,13,12,14,11,12,13,13,11,9,9,13,12,12,13,13,14,12,15,16,14,15,15,190,R,B,3,3,60,76,82,77,82,79,79,72,74,74,69,71,70,73,62,75,60,60,65,77,83,76,75,70,50,66,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,20,81
15,15,16,16,17,15,8,18,7,5,16,14,8,18,9,14,10,14,10,13,15,17,9,12,9,12,15,12,14,14,11,10,15,15,14,11,178,L,B,5,3,81,46,80,80,82,82,77,79,85,90,79,78,82,82,82,87,83,75,85,63,72,92,83,69,50,75,8,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,B,23,70
17,17,14,16,19,16,12,17,8,6,15,14,7,18,10,16,12,18,13,16,13,18,10,13,9,12,19,10,12,14,14,9,12,11,13,10,180,L,B,5,4,85,52,78,82,71,76,83,74,91,74,88,82,93,84,85,85,90,85,86,69,71,88,80,76,50,83,8,5,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,B,27,77
5,14,13,5,14,5,9,9,12,13,13,7,12,14,11,14,14,13,10,12,15,13,6,14,13,14,12,16,16,14,15,10,15,16,14,15,178,L,L,7,7,69,75,83,90,90,91,81,81,75,83,75,79,72,73,63,81,65,58,72,71,79,75,77,74,50,71,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,24,73
13,17,18,13,18,11,10,14,13,11,15,12,13,18,15,13,13,14,12,12,14,18,13,16,11,12,14,11,13,13,17,6,10,12,13,11,172,L,L,6,5,82,63,78,87,81,84,73,81,89,84,81,77,90,80,72,84,66,70,77,69,77,90,88,86,50,72,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,30,73
11,10,13,8,13,8,12,5,10,14,13,7,14,14,12,14,13,11,14,13,12,10,7,13,14,16,7,15,16,16,15,13,8,16,14,15,185,L,L,4,4,70,75,80,88,84,84,76,80,74,79,76,74,79,78,62,76,63,66,70,67,73,76,80,72,50,75,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,24,75
7,6,9,6,12,7,14,5,9,15,11,7,17,12,16,17,18,11,8,10,15,8,8,6,15,14,7,14,15,16,17,14,15,16,16,16,187,R,R,4,4,62,77,85,82,85,82,82,71,75,74,77,77,76,71,58,79,58,58,73,75,82,71,69,72,50,73,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,25,77
3,10,12,7,14,3,12,6,9,15,14,10,14,14,12,16,12,13,13,14,16,7,10,8,15,14,12,14,14,15,14,13,16,14,16,13,187,R,R,5,5,63,84,81,78,78,76,84,73,74,75,76,77,76,79,62,80,64,78,70,80,82,75,68,68,50,68,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,24,83
7,14,16,11,15,12,6,13,11,3,12,6,7,16,12,12,14,12,9,8,14,17,3,12,4,9,12,7,16,16,10,4,14,15,5,5,164,R,B,6,5,74,31,67,74,83,87,69,92,84,83,76,75,74,75,77,76,75,74,76,63,74,82,88,60,50,60,8,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,23,60
11,10,17,9,14,10,4,10,5,4,10,9,5,18,10,13,7,9,7,6,14,19,4,15,6,4,15,9,18,18,16,4,12,13,11,5,169,L,B,4,3,69,38,72,71,84,88,67,91,86,90,74,68,71,68,65,73,65,60,68,60,65,82,77,64,50,62,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,21,64
12,14,14,10,15,12,6,12,5,3,15,14,4,15,10,13,11,14,12,13,14,15,7,14,7,15,14,12,14,15,10,6,15,14,13,8,172,R,R,6,6,77,55,71,82,78,86,77,90,91,86,78,77,79,73,81,78,78,72,76,67,73,85,85,76,50,83,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,28,66
12,13,17,12,15,13,7,13,8,6,12,13,5,17,10,10,8,13,11,10,12,17,7,12,6,10,14,8,15,16,17,6,12,15,13,9,170,R,B,6,6,73,42,75,77,82,87,71,90,92,86,78,74,78,74,69,80,73,76,82,64,65,90,79,68,50,68,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,25,60
12,12,13,10,13,12,4,12,8,10,13,12,14,12,16,14,16,11,14,9,16,15,9,15,13,11,13,16,16,15,13,7,16,14,14,7,169,L,L,3,3,75,52,69,86,84,90,78,90,86,87,80,74,80,76,70,78,74,72,76,60,65,83,82,75,50,78,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,24,67
14,16,17,12,16,15,5,17,4,4,15,14,6,17,12,12,14,12,11,13,17,17,14,13,5,13,15,12,16,17,12,4,15,14,11,6,165,R,L,7,6,86,48,83,80,77,87,79,89,88,89,85,83,86,85,76,85,79,78,86,65,66,90,83,86,50,78,8,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,B,32,68
10,13,16,12,16,11,5,10,6,5,13,10,7,15,8,12,11,12,11,12,9,16,6,14,6,12,12,12,16,18,13,4,8,14,11,5,168,R,L,6,7,76,52,70,77,77,87,70,89,93,90,79,77,79,76,70,75,73,69,79,55,57,88,81,67,50,70,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,26,67
14,13,17,13,14,15,8,13,6,4,14,15,4,17,11,12,10,14,12,14,15,16,9,16,7,10,15,12,16,14,14,10,12,17,13,11,180,R,L,6,6,79,55,79,85,87,87,76,89,91,93,77,77,78,82,80,82,78,78,79,67,70,87,88,68,50,73,8,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,24,67
14,13,16,6,16,15,7,13,5,9,16,8,8,16,7,13,9,13,12,14,15,18,7,14,5,17,16,12,14,16,13,9,13,14,13,11,178,L,B,3,2,83,48,73,78,76,82,74,86,89,82,91,90,87,81,73,78,72,80,83,62,66,90,78,71,50,88,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,21,68
14,12,14,8,14,11,5,13,7,5,13,11,5,16,9,11,7,13,9,10,11,16,7,15,7,9,15,10,15,17,10,6,12,13,12,7,174,L,R,4,4,77,35,76,76,81,86,72,89,87,88,76,68,79,75,78,74,70,69,78,60,65,83,86,66,50,65,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,21,71
13,13,15,10,14,10,8,10,13,10,13,12,12,14,17,12,15,14,10,12,16,13,9,16,12,15,12,17,17,17,15,7,12,14,15,9,172,L,L,4,4,76,63,71,87,83,86,74,89,83,85,79,68,75,74,70,76,68,60,75,58,72,82,90,76,50,75,8,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,26,67
11,10,16,11,16,10,7,12,3,3,13,10,4,16,14,11,14,11,10,9,15,17,7,12,4,10,12,10,17,17,11,7,14,16,11,7,175,R,B,6,6,75,40,72,77,81,87,70,89,85,87,77,74,74,72,73,81,71,66,76,55,60,81,84,62,50,62,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,20,67
9,13,15,11,14,12,7,13,5,4,12,9,4,14,16,13,13,11,12,11,13,16,5,13,7,12,13,11,15,16,14,8,14,15,12,12,178,R,B,5,5,78,42,84,78,82,85,73,89,88,82,79,75,73,70,74,79,71,63,73,60,71,86,82,68,50,68,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,22,74
12,12,16,10,17,10,6,10,6,6,13,12,9,17,10,12,8,13,9,12,12,16,5,11,10,12,15,14,15,17,12,8,14,12,13,7,179,R,B,6,5,77,45,70,79,81,86,72,89,85,87,77,72,74,70,73,76,70,71,77,60,67,83,83,61,50,73,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,22,67
10,6,16,13,15,10,6,5,6,6,14,10,6,15,12,9,8,9,10,9,14,16,7,14,7,11,13,12,16,16,10,8,14,15,12,8,174,R,R,4,3,74,35,74,84,87,89,77,89,80,85,74,71,71,71,74,81,73,56,68,61,79,82,83,81,50,71,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,24,67
9,10,14,13,13,11,7,12,5,4,13,10,5,15,6,13,8,8,9,12,15,17,3,15,5,12,13,8,18,15,12,8,11,18,11,13,179,R,B,6,6,83,30,73,86,92,90,85,88,83,89,74,76,73,77,79,74,73,67,76,64,77,75,94,72,50,70,8,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,B,31,68
13,12,16,13,16,14,8,13,2,6,14,10,5,16,12,11,10,13,10,12,12,15,10,14,5,13,14,12,15,15,13,8,13,15,13,8,167,R,B,6,5,79,52,76,82,82,86,75,88,87,84,80,76,80,76,78,82,74,75,81,68,73,85,79,75,50,78,8,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C,25,66
11,11,16,14,16,10,7,11,5,5,13,13,5,16,11,13,12,14,12,14,16,15,12,14,8,13,13,12,15,15,14,6,14,14,14,9,173,R,B,6,6,82,52,79,82,86,93,80,88,88,87,81,77,77,75,83,83,82,75,77,66,70,85,88,75,50,76,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,29,70
10,12,12,11,18,9,8,11,3,9,14,10,12,18,10,14,11,13,10,14,11,13,7,12,10,14,15,12,13,16,10,5,12,11,13,7,169,R,B,6,6,78,48,72,82,80,84,75,88,86,86,82,81,78,76,71,78,72,74,77,65,72,87,81,71,50,78,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,22,65
14,14,16,11,15,11,5,11,4,6,14,10,13,15,11,13,7,10,8,10,13,17,7,14,7,8,14,13,15,16,12,4,14,15,12,7,173,R,R,6,6,76,54,72,85,79,86,78,90,90,85,80,74,82,76,70,75,76,72,85,69,72,86,82,70,50,73,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,27,62
16,16,15,12,17,16,9,14,3,4,16,15,5,18,8,14,8,13,10,13,13,17,9,12,6,12,17,10,13,15,12,9,13,12,10,11,182,R,L,5,4,81,46,76,83,83,86,78,87,88,86,82,76,79,73,79,80,76,85,88,72,74,84,83,72,50,74,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,26,74
12,11,18,12,16,14,5,12,4,5,15,11,6,18,10,11,8,14,12,14,9,19,8,14,6,8,15,10,16,16,14,7,12,15,13,8,175,R,L,5,6,82,49,77,81,78,87,78,92,92,85,78,75,78,75,75,78,72,79,84,62,72,84,84,72,50,68,8,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,29,65
8,14,14,12,15,13,8,14,10,10,15,12,13,16,12,14,12,15,13,13,12,16,8,17,14,15,16,15,13,15,9,9,18,14,15,8,179,R,B,5,3,81,66,76,87,82,85,83,87,87,85,81,77,82,81,79,81,81,78,82,70,76,84,85,77,50,88,8,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,26,66
9,13,16,10,14,9,6,10,7,8,12,9,12,15,17,9,14,9,10,10,9,15,7,12,11,13,12,17,17,15,14,8,12,17,16,11,183,R,R,5,5,78,43,78,84,86,86,77,87,85,88,78,72,71,73,73,79,80,65,76,71,76,83,84,73,50,72,8,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,29,75
15,12,16,13,16,13,7,14,7,6,14,13,8,15,14,12,8,10,10,12,10,16,6,15,8,12,16,15,14,16,10,8,12,13,15,7,174,R,B,7,5,80,46,78,83,84,87,73,87,85,81,82,76,75,71,79,79,73,70,77,68,68,85,83,76,50,77,8,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,B,25,69
10,11,16,11,15,8,4,12,2,4,15,10,8,16,12,15,15,13,11,11,14,18,12,15,9,12,14,14,17,17,16,6,12,15,14,8,169,R,B,6,4,78,48,83,83,83,90,74,85,92,88,87,77,79,79,75,68,77,72,78,67,73,91,85,73,50,75,8,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,25,63
13,12,14,14,17,14,5,12,2,5,16,12,7,17,10,13,7,16,8,14,10,17,10,16,7,10,15,5,13,14,15,8,12,11,7,8,175,R,B,6,5,76,45,79,73,75,80,77,82,93,73,84,76,82,76,81,80,81,78,83,57,62,90,78,70,50,83,8,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,32,75
12,14,13,13,16,17,8,16,8,9,18,18,13,15,11,16,13,16,12,15,15,13,15,13,14,15,17,16,10,11,12,8,15,12,15,13,180,R,B,6,5,72,69,75,81,65,70,70,72,92,70,93,92,92,90,81,76,71,87,92,66,60,87,65,80,50,95,8,5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,A,30,73
15,15,15,14,13,15,7,15,6,3,14,14,2,17,12,14,10,14,9,10,14,17,10,16,7,8,14,6,15,15,12,6,15,13,14,7,176,R,L,7,6,78,25,80,71,78,85,72,85,92,78,79,77,79,82,78,82,83,81,84,69,72,87,81,57,50,55,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,32,72
14,14,17,15,17,16,9,16,3,4,15,16,7,17,13,15,10,13,11,14,14,16,11,15,8,11,16,12,13,13,15,14,12,12,14,13,190,L,B,7,4,88,47,82,76,77,71,76,72,89,82,87,86,84,78,87,91,84,85,86,70,71,94,83,78,50,72,8,6,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,B,32,79
13,14,16,11,16,13,8,14,9,8,17,12,7,17,12,12,10,12,10,14,7,16,12,12,8,13,19,7,11,13,12,11,12,10,12,11,184,L,B,5,3,72,41,82,62,60,63,66,66,92,64,91,91,85,84,75,82,80,76,83,69,58,95,64,55,50,62,8,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,B,30,78
14,12,16,13,15,13,6,14,8,6,14,10,8,15,11,12,10,14,12,15,14,15,8,15,9,14,16,12,14,13,16,7,14,12,14,10,179,R,B,6,7,82,51,76,80,74,85,75,80,92,84,85,75,79,74,77,84,73,77,82,64,65,85,82,77,50,74,8,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,28,78
